EmployeeNumber,JobRole,num_skill_gaps,precision@1,recall@1,mrr@1,precision@3,recall@3,mrr@3,precision@5,recall@5,mrr@5
1226,Sales Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1228,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1231,Human Resources,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1233,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1234,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1235,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1237,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1238,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1239,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1240,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1241,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1242,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1243,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1244,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1245,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1246,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1248,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1249,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1250,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1251,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1252,Healthcare Representative,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1254,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1255,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1256,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1257,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1258,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1259,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1260,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1263,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1264,Research Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1265,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1267,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1268,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1269,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1270,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1273,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1275,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1277,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1278,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1279,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1280,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1281,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1282,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1283,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1285,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1286,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1288,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1289,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1291,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1292,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1293,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1294,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1295,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1296,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1297,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1298,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1299,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1301,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1303,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1304,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1306,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1307,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1308,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1309,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1310,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1311,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1312,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1314,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1315,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1317,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1318,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1319,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1321,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1322,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1324,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1329,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1331,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1333,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1334,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1336,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1338,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1340,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1344,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1346,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1349,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1350,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1352,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1355,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1356,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1358,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1360,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1361,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1362,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1363,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1364,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1367,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1368,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1369,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1371,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1372,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1373,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1374,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1375,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1377,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1379,Sales Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1380,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1382,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1383,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1387,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1389,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1390,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1391,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1392,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1394,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1395,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1396,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1397,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1399,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1401,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1402,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1403,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1405,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1407,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1408,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1409,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1411,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1412,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1415,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1417,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1419,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1420,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1421,Healthcare Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1422,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1423,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1424,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1425,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1427,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1428,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1430,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1431,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1433,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1434,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1435,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1436,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1438,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1439,Sales Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1440,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1441,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1443,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1445,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1446,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1447,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1448,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1449,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1453,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1457,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1458,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1459,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1460,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1461,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1464,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1465,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1466,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1467,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1468,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1469,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1471,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1472,Research Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1473,Healthcare Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1474,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1475,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1477,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1478,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1479,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1480,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1481,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1482,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1483,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1484,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1485,Research Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1486,Sales Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1487,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1489,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1492,Sales Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1494,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1495,Sales Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1496,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1497,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1499,Human Resources,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1501,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1502,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1503,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1504,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1506,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1507,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1509,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1513,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1514,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1515,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1516,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1520,Manager,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1522,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1523,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1525,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1527,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1529,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1533,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1534,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1535,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1537,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1539,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1541,Sales Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1542,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1543,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1544,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1545,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1546,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1547,Healthcare Representative,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1548,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1549,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1550,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1551,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1552,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1553,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1554,Sales Representative,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1555,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1556,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1557,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1558,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1560,Sales Executive,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1562,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1563,Human Resources,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1564,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1568,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1569,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1572,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1573,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1574,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1576,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1577,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1578,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1580,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1581,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1582,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1583,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1585,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1586,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1587,Healthcare Representative,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1588,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1590,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1591,Manager,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1592,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1594,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1595,Manager,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1596,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1597,Healthcare Representative,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1598,Sales Executive,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1599,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1601,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1602,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1604,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1605,Research Scientist,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1606,Healthcare Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1607,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1608,Research Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1609,Research Scientist,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1611,Laboratory Technician,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1612,Sales Executive,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1613,Sales Executive,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1614,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1615,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1617,Laboratory Technician,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1618,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1619,Laboratory Technician,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1621,Research Scientist,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1622,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1623,Research Scientist,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1624,Sales Representative,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1625,Manager,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1627,Laboratory Technician,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1628,Manufacturing Director,2,1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1630,Healthcare Representative,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1631,Manufacturing Director,3,1.0,0.333,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1633,Manufacturing Director,5,1.0,0.2,1.0,1.0,0.6,1.0,1.0,1.0,1.0
1635,Manufacturing Director,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
1638,Manufacturing Director,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1639,Sales Executive,4,1.0,0.25,1.0,1.0,0.75,1.0,1.0,1.0,1.0
