occupation_code,skill_name,importance_score
49-9011.00,Active Listening,3.12
49-9011.00,Writing,2.62
49-9011.00,Speaking,3.0
49-9011.00,Mathematics,2.5
49-9011.00,Science,1.0
49-9011.00,Critical Thinking,3.25
49-9011.00,Active Learning,3.0
49-9011.00,Learning Strategies,2.25
49-9011.00,Monitoring,3.0
49-9012.00,Reading Comprehension,3.0
49-9012.00,Active Listening,3.12
49-9012.00,Writing,3.0
49-9012.00,Speaking,3.12
49-9012.00,Mathematics,2.12
49-9012.00,Science,1.75
49-9012.00,Critical Thinking,3.38
49-9012.00,Active Learning,2.88
49-9012.00,Learning Strategies,2.5
49-9012.00,Monitoring,3.12
49-9021.00,Reading Comprehension,3.25
49-9021.00,Active Listening,3.0
49-9021.00,Writing,2.88
49-9021.00,Speaking,3.0
49-9021.00,Mathematics,2.62
49-9021.00,Science,1.88
49-9021.00,Critical Thinking,3.62
49-9021.00,Active Learning,3.0
49-9021.00,Learning Strategies,2.38
49-9021.00,Monitoring,3.0
49-9031.00,Reading Comprehension,3.12
49-9031.00,Active Listening,3.38
49-9031.00,Writing,2.75
49-9031.00,Speaking,3.5
49-9031.00,Mathematics,2.12
49-9031.00,Science,1.75
49-9031.00,Critical Thinking,3.75
49-9031.00,Active Learning,2.88
49-9031.00,Learning Strategies,2.12
49-9031.00,Monitoring,2.88
49-9041.00,Reading Comprehension,2.88
49-9041.00,Active Listening,3.12
49-9041.00,Writing,2.75
49-9041.00,Speaking,3.0
49-9041.00,Mathematics,2.38
49-9041.00,Science,1.75
49-9041.00,Critical Thinking,3.62
49-9041.00,Active Learning,3.12
49-9041.00,Learning Strategies,2.62
49-9041.00,Monitoring,3.12
49-9043.00,Reading Comprehension,3.0
49-9043.00,Active Listening,3.0
49-9043.00,Writing,2.38
49-9043.00,Speaking,2.88
49-9043.00,Mathematics,2.0
49-9043.00,Science,1.75
49-9043.00,Critical Thinking,3.0
49-9043.00,Active Learning,2.75
49-9043.00,Learning Strategies,2.12
49-9043.00,Monitoring,2.75
49-9044.00,Reading Comprehension,3.0
49-9044.00,Active Listening,3.12
49-9044.00,Writing,2.75
49-9044.00,Speaking,3.0
49-9044.00,Mathematics,2.62
49-9044.00,Science,1.75
49-9044.00,Critical Thinking,3.62
49-9044.00,Active Learning,2.75
49-9044.00,Learning Strategies,2.88
49-9044.00,Monitoring,3.12
49-9045.00,Reading Comprehension,2.88
49-9045.00,Active Listening,3.0
49-9045.00,Writing,2.5
49-9045.00,Speaking,2.75
49-9045.00,Mathematics,2.0
49-9045.00,Science,1.0
49-9045.00,Critical Thinking,2.88
49-9045.00,Active Learning,2.38
49-9045.00,Learning Strategies,2.25
49-9045.00,Monitoring,2.75
49-9051.00,Reading Comprehension,3.0
49-9051.00,Active Listening,3.38
49-9051.00,Writing,2.5
49-9051.00,Speaking,2.88
49-9051.00,Mathematics,2.0
49-9051.00,Science,1.75
49-9051.00,Critical Thinking,3.12
49-9051.00,Active Learning,3.0
49-9051.00,Learning Strategies,2.75
49-9051.00,Monitoring,3.25
49-9052.00,Reading Comprehension,3.0
49-9052.00,Active Listening,3.0
49-9052.00,Writing,2.5
49-9052.00,Speaking,3.12
49-9052.00,Mathematics,2.12
49-9052.00,Science,1.38
49-9052.00,Critical Thinking,3.12
49-9052.00,Active Learning,2.62
49-9052.00,Learning Strategies,2.0
49-9052.00,Monitoring,3.12
49-9061.00,Reading Comprehension,3.12
49-9061.00,Active Listening,3.12
49-9061.00,Writing,2.62
49-9061.00,Speaking,3.0
49-9061.00,Mathematics,2.38
49-9061.00,Science,2.12
49-9061.00,Critical Thinking,3.5
49-9061.00,Active Learning,3.0
49-9061.00,Learning Strategies,2.62
49-9061.00,Monitoring,2.88
49-9062.00,Reading Comprehension,3.12
49-9062.00,Active Listening,3.0
49-9062.00,Writing,2.75
49-9062.00,Speaking,2.88
49-9062.00,Mathematics,2.88
49-9062.00,Science,2.12
49-9062.00,Critical Thinking,3.12
49-9062.00,Active Learning,3.0
49-9062.00,Learning Strategies,2.62
49-9062.00,Monitoring,2.88
49-9063.00,Reading Comprehension,3.0
49-9063.00,Active Listening,3.0
49-9063.00,Writing,2.75
49-9063.00,Speaking,3.0
49-9063.00,Mathematics,2.0
49-9063.00,Science,1.62
49-9063.00,Critical Thinking,3.62
49-9063.00,Active Learning,2.75
49-9063.00,Learning Strategies,2.38
49-9063.00,Monitoring,2.88
49-9064.00,Reading Comprehension,2.88
49-9064.00,Active Listening,3.0
49-9064.00,Writing,2.25
49-9064.00,Speaking,3.0
49-9064.00,Mathematics,2.0
49-9064.00,Science,1.75
49-9064.00,Critical Thinking,3.12
49-9064.00,Active Learning,2.25
49-9064.00,Learning Strategies,2.0
49-9064.00,Monitoring,2.62
49-9071.00,Reading Comprehension,3.0
49-9071.00,Active Listening,3.0
49-9071.00,Writing,2.88
49-9071.00,Speaking,3.0
49-9071.00,Mathematics,2.38
49-9071.00,Science,1.88
49-9071.00,Critical Thinking,3.25
49-9071.00,Active Learning,3.12
49-9071.00,Learning Strategies,2.25
49-9071.00,Monitoring,3.12
49-9081.00,Reading Comprehension,3.25
49-9081.00,Active Listening,3.12
49-9081.00,Writing,2.88
49-9081.00,Speaking,3.12
49-9081.00,Mathematics,2.12
49-9081.00,Science,2.0
49-9081.00,Critical Thinking,3.5
49-9081.00,Active Learning,3.12
49-9081.00,Learning Strategies,3.0
49-9081.00,Monitoring,3.25
49-9091.00,Reading Comprehension,2.88
49-9091.00,Active Listening,2.88
49-9091.00,Writing,2.62
49-9091.00,Speaking,2.88
49-9091.00,Mathematics,2.0
49-9091.00,Science,1.62
49-9091.00,Critical Thinking,2.88
49-9091.00,Active Learning,2.62
49-9091.00,Learning Strategies,1.88
49-9091.00,Monitoring,2.88
49-9092.00,Reading Comprehension,3.12
49-9092.00,Active Listening,3.62
49-9092.00,Writing,3.0
49-9092.00,Speaking,3.5
49-9092.00,Mathematics,2.0
49-9092.00,Science,2.5
49-9092.00,Critical Thinking,3.62
49-9092.00,Active Learning,3.0
49-9092.00,Learning Strategies,2.88
49-9092.00,Monitoring,3.0
49-9094.00,Reading Comprehension,3.0
49-9094.00,Active Listening,3.12
49-9094.00,Writing,2.75
49-9094.00,Speaking,3.12
49-9094.00,Mathematics,2.62
49-9094.00,Science,1.0
49-9094.00,Critical Thinking,3.38
49-9094.00,Active Learning,2.62
49-9094.00,Learning Strategies,2.38
49-9094.00,Monitoring,2.62
49-9095.00,Reading Comprehension,3.12
49-9095.00,Active Listening,3.38
49-9095.00,Writing,2.62
49-9095.00,Speaking,3.38
49-9095.00,Mathematics,2.62
49-9095.00,Science,1.62
49-9095.00,Critical Thinking,3.75
49-9095.00,Active Learning,3.38
49-9095.00,Learning Strategies,3.38
49-9095.00,Monitoring,3.5
49-9096.00,Reading Comprehension,3.12
49-9096.00,Active Listening,3.12
49-9096.00,Writing,2.38
49-9096.00,Speaking,3.0
49-9096.00,Mathematics,1.62
49-9096.00,Science,1.38
49-9096.00,Critical Thinking,3.12
49-9096.00,Active Learning,2.62
49-9096.00,Learning Strategies,1.62
49-9096.00,Monitoring,3.12
49-9097.00,Reading Comprehension,2.88
49-9097.00,Active Listening,3.0
49-9097.00,Writing,2.88
49-9097.00,Speaking,2.88
49-9097.00,Mathematics,2.5
49-9097.00,Science,1.75
49-9097.00,Critical Thinking,3.75
49-9097.00,Active Learning,2.88
49-9097.00,Learning Strategies,2.62
49-9097.00,Monitoring,2.88
49-9098.00,Reading Comprehension,2.62
49-9098.00,Active Listening,3.12
49-9098.00,Writing,2.12
49-9098.00,Speaking,3.0
49-9098.00,Mathematics,2.0
49-9098.00,Science,1.12
49-9098.00,Critical Thinking,3.12
49-9098.00,Active Learning,2.62
49-9098.00,Learning Strategies,2.5
49-9098.00,Monitoring,3.12
49-9099.01,Reading Comprehension,3.25
49-9099.01,Active Listening,3.0
49-9099.01,Writing,3.0
49-9099.01,Speaking,3.0
49-9099.01,Mathematics,2.75
49-9099.01,Science,2.12
49-9099.01,Critical Thinking,3.25
49-9099.01,Active Learning,3.12
49-9099.01,Learning Strategies,2.12
49-9099.01,Monitoring,3.75
51-1011.00,Reading Comprehension,3.5
51-1011.00,Active Listening,3.88
51-1011.00,Writing,3.12
51-1011.00,Speaking,3.88
51-1011.00,Mathematics,2.38
51-1011.00,Science,1.5
51-1011.00,Critical Thinking,3.75
51-1011.00,Active Learning,3.12
51-1011.00,Learning Strategies,3.12
51-1011.00,Monitoring,3.75
51-2011.00,Reading Comprehension,3.0
51-2011.00,Active Listening,3.12
51-2011.00,Writing,2.75
51-2011.00,Speaking,3.0
51-2011.00,Mathematics,2.5
51-2011.00,Science,1.75
51-2011.00,Critical Thinking,3.12
51-2011.00,Active Learning,2.88
51-2011.00,Learning Strategies,2.62
51-2011.00,Monitoring,3.12
51-2021.00,Reading Comprehension,2.88
51-2021.00,Active Listening,3.0
51-2021.00,Writing,2.12
51-2021.00,Speaking,2.88
51-2021.00,Mathematics,1.75
51-2021.00,Science,1.0
51-2021.00,Critical Thinking,2.88
51-2021.00,Active Learning,2.25
51-2021.00,Learning Strategies,2.0
51-2021.00,Monitoring,3.12
51-2022.00,Reading Comprehension,3.12
51-2022.00,Active Listening,2.88
51-2022.00,Writing,2.38
51-2022.00,Speaking,2.62
51-2022.00,Mathematics,2.0
51-2022.00,Science,1.62
51-2022.00,Critical Thinking,3.0
51-2022.00,Active Learning,2.62
51-2022.00,Learning Strategies,2.0
51-2022.00,Monitoring,2.88
51-2023.00,Reading Comprehension,3.0
51-2023.00,Active Listening,2.88
51-2023.00,Writing,2.5
51-2023.00,Speaking,3.0
51-2023.00,Mathematics,2.0
51-2023.00,Science,2.0
51-2023.00,Critical Thinking,3.0
51-2023.00,Active Learning,2.38
51-2023.00,Learning Strategies,1.88
51-2023.00,Monitoring,2.88
51-2031.00,Reading Comprehension,3.12
51-2031.00,Active Listening,3.0
51-2031.00,Writing,2.25
51-2031.00,Speaking,3.0
51-2031.00,Mathematics,2.0
51-2031.00,Science,1.88
51-2031.00,Critical Thinking,3.0
51-2031.00,Active Learning,2.38
51-2031.00,Learning Strategies,2.0
51-2031.00,Monitoring,3.0
51-2041.00,Reading Comprehension,3.0
51-2041.00,Active Listening,3.0
51-2041.00,Writing,2.25
51-2041.00,Speaking,3.0
51-2041.00,Mathematics,2.12
51-2041.00,Science,1.75
51-2041.00,Critical Thinking,3.0
51-2041.00,Active Learning,2.25
51-2041.00,Learning Strategies,1.75
51-2041.00,Monitoring,2.88
51-2051.00,Reading Comprehension,3.0
51-2051.00,Active Listening,3.0
51-2051.00,Writing,2.88
51-2051.00,Speaking,3.0
51-2051.00,Mathematics,2.38
51-2051.00,Science,1.75
51-2051.00,Critical Thinking,2.88
51-2051.00,Active Learning,2.88
51-2051.00,Learning Strategies,2.62
51-2051.00,Monitoring,3.12
51-2061.00,Reading Comprehension,2.75
51-2061.00,Active Listening,2.88
51-2061.00,Writing,2.5
51-2061.00,Speaking,2.75
51-2061.00,Mathematics,2.0
51-2061.00,Science,2.0
51-2061.00,Critical Thinking,2.88
51-2061.00,Active Learning,2.12
51-2061.00,Learning Strategies,2.12
51-2061.00,Monitoring,2.88
51-2092.00,Reading Comprehension,3.0
51-2092.00,Active Listening,3.12
51-2092.00,Writing,2.75
51-2092.00,Speaking,3.0
51-2092.00,Mathematics,2.0
51-2092.00,Science,1.0
51-2092.00,Critical Thinking,3.0
51-2092.00,Active Learning,2.25
51-2092.00,Learning Strategies,2.38
51-2092.00,Monitoring,3.12
51-3011.00,Reading Comprehension,2.88
51-3011.00,Active Listening,3.0
51-3011.00,Writing,2.0
51-3011.00,Speaking,2.88
51-3011.00,Mathematics,2.12
51-3011.00,Science,1.62
51-3011.00,Critical Thinking,2.88
51-3011.00,Active Learning,2.62
51-3011.00,Learning Strategies,2.0
51-3011.00,Monitoring,2.88
51-3021.00,Reading Comprehension,3.0
51-3021.00,Active Listening,3.12
51-3021.00,Writing,2.25
51-3021.00,Speaking,3.0
51-3021.00,Mathematics,2.38
51-3021.00,Science,1.25
51-3021.00,Critical Thinking,3.0
51-3021.00,Active Learning,2.5
51-3021.00,Learning Strategies,2.25
51-3021.00,Monitoring,3.0
51-3022.00,Reading Comprehension,2.38
51-3022.00,Active Listening,3.12
51-3022.00,Writing,2.12
51-3022.00,Speaking,3.0
51-3022.00,Mathematics,2.25
51-3022.00,Science,1.0
51-3022.00,Critical Thinking,3.0
51-3022.00,Active Learning,2.38
51-3022.00,Learning Strategies,2.25
51-3022.00,Monitoring,3.0
51-3023.00,Reading Comprehension,1.88
51-3023.00,Active Listening,2.62
51-3023.00,Writing,1.75
51-3023.00,Speaking,2.75
51-3023.00,Mathematics,1.75
51-3023.00,Science,1.0
51-3023.00,Critical Thinking,2.38
51-3023.00,Active Learning,2.0
51-3023.00,Learning Strategies,2.0
51-3023.00,Monitoring,2.25
51-3091.00,Reading Comprehension,3.12
51-3091.00,Active Listening,3.12
51-3091.00,Writing,2.88
51-3091.00,Speaking,3.0
51-3091.00,Mathematics,1.5
51-3091.00,Science,1.75
51-3091.00,Critical Thinking,3.12
51-3091.00,Active Learning,2.5
51-3091.00,Learning Strategies,2.5
51-3091.00,Monitoring,3.5
51-3092.00,Reading Comprehension,3.12
51-3092.00,Active Listening,3.0
51-3092.00,Writing,2.88
51-3092.00,Speaking,3.0
51-3092.00,Mathematics,2.75
51-3092.00,Science,2.0
51-3092.00,Critical Thinking,3.12
51-3092.00,Active Learning,2.75
51-3092.00,Learning Strategies,2.12
51-3092.00,Monitoring,2.88
51-3093.00,Reading Comprehension,3.12
51-3093.00,Active Listening,3.0
51-3093.00,Writing,2.75
51-3093.00,Speaking,2.62
51-3093.00,Mathematics,2.0
51-3093.00,Science,1.88
51-3093.00,Critical Thinking,3.0
51-3093.00,Active Learning,2.62
51-3093.00,Learning Strategies,2.12
51-3093.00,Monitoring,3.12
51-4021.00,Reading Comprehension,2.75
51-4021.00,Active Listening,2.88
51-4021.00,Writing,2.25
51-4021.00,Speaking,3.0
51-4021.00,Mathematics,2.25
51-4021.00,Science,1.38
51-4021.00,Critical Thinking,3.0
51-4021.00,Active Learning,2.62
51-4021.00,Learning Strategies,2.12
51-4021.00,Monitoring,3.25
51-4022.00,Reading Comprehension,2.88
51-4022.00,Active Listening,2.88
51-4022.00,Writing,2.38
51-4022.00,Speaking,2.88
51-4022.00,Mathematics,2.12
51-4022.00,Science,1.25
51-4022.00,Critical Thinking,2.88
51-4022.00,Active Learning,2.0
51-4022.00,Learning Strategies,1.88
51-4022.00,Monitoring,3.12
51-4023.00,Reading Comprehension,3.0
51-4023.00,Active Listening,3.12
51-4023.00,Writing,2.62
51-4023.00,Speaking,3.25
51-4023.00,Mathematics,2.38
51-4023.00,Science,1.38
51-4023.00,Critical Thinking,3.12
51-4023.00,Active Learning,3.0
51-4023.00,Learning Strategies,2.88
51-4023.00,Monitoring,3.5
51-4031.00,Reading Comprehension,2.75
51-4031.00,Active Listening,3.0
51-4031.00,Writing,2.5
51-4031.00,Speaking,3.0
51-4031.00,Mathematics,2.0
51-4031.00,Science,1.5
51-4031.00,Critical Thinking,3.0
51-4031.00,Active Learning,2.75
51-4031.00,Learning Strategies,2.0
51-4031.00,Monitoring,3.0
51-4032.00,Reading Comprehension,3.12
51-4032.00,Active Listening,3.0
51-4032.00,Writing,2.25
51-4032.00,Speaking,3.0
51-4032.00,Mathematics,2.5
51-4032.00,Science,1.75
51-4032.00,Critical Thinking,3.0
51-4032.00,Active Learning,2.75
51-4032.00,Learning Strategies,2.12
51-4032.00,Monitoring,3.12
51-4033.00,Reading Comprehension,3.0
51-4033.00,Active Listening,2.75
51-4033.00,Writing,2.25
51-4033.00,Speaking,2.75
51-4033.00,Mathematics,2.38
51-4033.00,Science,1.5
51-4033.00,Critical Thinking,2.88
51-4033.00,Active Learning,2.5
51-4033.00,Learning Strategies,2.0
51-4033.00,Monitoring,2.88
51-4034.00,Reading Comprehension,3.0
51-4034.00,Active Listening,3.0
51-4034.00,Writing,2.25
51-4034.00,Speaking,2.75
51-4034.00,Mathematics,2.12
51-4034.00,Science,1.75
51-4034.00,Critical Thinking,2.62
51-4034.00,Active Learning,2.0
51-4034.00,Learning Strategies,2.0
51-4034.00,Monitoring,3.0
51-4035.00,Reading Comprehension,2.88
51-4035.00,Active Listening,3.0
51-4035.00,Writing,2.62
51-4035.00,Speaking,2.88
51-4035.00,Mathematics,2.62
51-4035.00,Science,1.38
51-4035.00,Critical Thinking,3.12
51-4035.00,Active Learning,2.62
51-4035.00,Learning Strategies,2.12
51-4035.00,Monitoring,3.12
51-4041.00,Reading Comprehension,2.88
51-4041.00,Active Listening,3.0
51-4041.00,Writing,2.5
51-4041.00,Speaking,3.0
51-4041.00,Mathematics,2.88
51-4041.00,Science,1.5
51-4041.00,Critical Thinking,3.12
51-4041.00,Active Learning,2.75
51-4041.00,Learning Strategies,2.12
51-4041.00,Monitoring,3.12
51-4051.00,Reading Comprehension,3.0
51-4051.00,Active Listening,3.0
51-4051.00,Writing,2.75
51-4051.00,Speaking,3.0
51-4051.00,Mathematics,2.5
51-4051.00,Science,2.0
51-4051.00,Critical Thinking,3.0
51-4051.00,Active Learning,2.88
51-4051.00,Learning Strategies,2.25
51-4051.00,Monitoring,3.62
51-4052.00,Reading Comprehension,2.75
51-4052.00,Active Listening,3.0
51-4052.00,Writing,2.0
51-4052.00,Speaking,2.75
51-4052.00,Mathematics,2.0
51-4052.00,Science,1.88
51-4052.00,Critical Thinking,3.0
51-4052.00,Active Learning,2.25
51-4052.00,Learning Strategies,2.25
51-4052.00,Monitoring,3.0
51-4061.00,Reading Comprehension,2.88
51-4061.00,Active Listening,2.75
51-4061.00,Writing,2.38
51-4061.00,Speaking,2.62
51-4061.00,Mathematics,2.62
51-4061.00,Science,1.62
51-4061.00,Critical Thinking,3.25
51-4061.00,Active Learning,2.5
51-4061.00,Learning Strategies,2.0
51-4061.00,Monitoring,3.12
51-4062.00,Reading Comprehension,3.12
51-4062.00,Active Listening,3.0
51-4062.00,Writing,2.12
51-4062.00,Speaking,3.0
51-4062.00,Mathematics,2.25
51-4062.00,Science,1.62
51-4062.00,Critical Thinking,3.12
51-4062.00,Active Learning,2.62
51-4062.00,Learning Strategies,2.0
51-4062.00,Monitoring,3.0
51-4071.00,Reading Comprehension,2.25
51-4071.00,Active Listening,2.88
51-4071.00,Writing,2.0
51-4071.00,Speaking,2.62
51-4071.00,Mathematics,2.0
51-4071.00,Science,1.25
51-4071.00,Critical Thinking,2.88
51-4071.00,Active Learning,2.38
51-4071.00,Learning Strategies,2.0
51-4071.00,Monitoring,3.0
51-4072.00,Reading Comprehension,3.12
51-4072.00,Active Listening,3.25
51-4072.00,Writing,2.62
51-4072.00,Speaking,3.0
51-4072.00,Mathematics,2.25
51-4072.00,Science,1.12
51-4072.00,Critical Thinking,3.0
51-4072.00,Active Learning,2.88
51-4072.00,Learning Strategies,2.25
51-4072.00,Monitoring,3.12
51-4081.00,Reading Comprehension,3.0
51-4081.00,Active Listening,3.0
51-4081.00,Writing,2.75
51-4081.00,Speaking,3.0
51-4081.00,Mathematics,2.25
51-4081.00,Science,1.25
51-4081.00,Critical Thinking,3.0
51-4081.00,Active Learning,2.88
51-4081.00,Learning Strategies,2.38
51-4081.00,Monitoring,3.12
51-4111.00,Reading Comprehension,2.88
51-4111.00,Active Listening,3.0
51-4111.00,Writing,2.25
51-4111.00,Speaking,2.88
51-4111.00,Mathematics,2.75
51-4111.00,Science,1.75
51-4111.00,Critical Thinking,3.12
51-4111.00,Active Learning,3.0
51-4111.00,Learning Strategies,2.12
51-4111.00,Monitoring,3.12
51-4121.00,Reading Comprehension,2.5
51-4121.00,Active Listening,2.62
51-4121.00,Writing,1.75
51-4121.00,Speaking,2.62
51-4121.00,Mathematics,2.12
51-4121.00,Science,1.62
51-4121.00,Critical Thinking,2.88
51-4121.00,Active Learning,2.25
51-4121.00,Learning Strategies,2.0
51-4121.00,Monitoring,3.0
51-4122.00,Reading Comprehension,3.0
51-4122.00,Active Listening,3.0
51-4122.00,Writing,2.25
51-4122.00,Speaking,3.0
51-4122.00,Mathematics,2.12
51-4122.00,Science,1.75
51-4122.00,Critical Thinking,3.0
51-4122.00,Active Learning,2.62
51-4122.00,Learning Strategies,2.0
51-4122.00,Monitoring,3.0
51-4191.00,Reading Comprehension,2.88
51-4191.00,Active Listening,3.12
51-4191.00,Writing,2.88
51-4191.00,Speaking,3.12
51-4191.00,Mathematics,2.88
51-4191.00,Science,2.0
51-4191.00,Critical Thinking,3.0
51-4191.00,Active Learning,2.75
51-4191.00,Learning Strategies,2.62
51-4191.00,Monitoring,3.12
51-4192.00,Reading Comprehension,3.0
51-4192.00,Active Listening,2.88
51-4192.00,Writing,2.5
51-4192.00,Speaking,2.88
51-4192.00,Mathematics,3.12
51-4192.00,Science,1.25
51-4192.00,Critical Thinking,3.0
51-4192.00,Active Learning,2.75
51-4192.00,Learning Strategies,2.12
51-4192.00,Monitoring,3.0
51-4193.00,Reading Comprehension,3.12
51-4193.00,Active Listening,3.12
51-4193.00,Writing,2.75
51-4193.00,Speaking,3.0
51-4193.00,Mathematics,2.0
51-4193.00,Science,2.0
51-4193.00,Critical Thinking,3.0
51-4193.00,Active Learning,2.12
51-4193.00,Learning Strategies,2.25
51-4193.00,Monitoring,3.12
51-4194.00,Reading Comprehension,2.75
51-4194.00,Active Listening,2.88
51-4194.00,Writing,2.38
51-4194.00,Speaking,2.88
51-4194.00,Mathematics,2.75
51-4194.00,Science,1.38
51-4194.00,Critical Thinking,3.0
51-4194.00,Active Learning,2.5
51-4194.00,Learning Strategies,2.12
51-4194.00,Monitoring,3.12
51-5111.00,Reading Comprehension,3.0
51-5111.00,Active Listening,3.12
51-5111.00,Writing,2.88
51-5111.00,Speaking,3.12
51-5111.00,Mathematics,2.0
51-5111.00,Science,1.62
51-5111.00,Critical Thinking,3.12
51-5111.00,Active Learning,2.88
51-5111.00,Learning Strategies,2.38
51-5111.00,Monitoring,3.12
51-5112.00,Reading Comprehension,3.12
51-5112.00,Active Listening,3.12
51-5112.00,Writing,2.38
51-5112.00,Speaking,3.12
51-5112.00,Mathematics,2.12
51-5112.00,Science,1.0
51-5112.00,Critical Thinking,3.12
51-5112.00,Active Learning,2.88
51-5112.00,Learning Strategies,2.12
51-5112.00,Monitoring,3.25
51-5113.00,Reading Comprehension,3.12
51-5113.00,Active Listening,2.88
51-5113.00,Writing,2.75
51-5113.00,Speaking,3.0
51-5113.00,Mathematics,2.12
51-5113.00,Science,1.12
51-5113.00,Critical Thinking,3.25
51-5113.00,Active Learning,2.5
51-5113.00,Learning Strategies,2.5
51-5113.00,Monitoring,3.12
51-6011.00,Reading Comprehension,2.5
51-6011.00,Active Listening,2.88
51-6011.00,Writing,2.0
51-6011.00,Speaking,2.62
51-6011.00,Mathematics,1.62
51-6011.00,Science,1.0
51-6011.00,Critical Thinking,2.75
51-6011.00,Active Learning,2.25
51-6011.00,Learning Strategies,1.88
51-6011.00,Monitoring,2.88
51-6021.00,Reading Comprehension,2.0
51-6021.00,Active Listening,2.0
51-6021.00,Writing,1.75
51-6021.00,Speaking,2.12
51-6021.00,Mathematics,1.62
51-6021.00,Science,1.0
51-6021.00,Critical Thinking,2.5
51-6021.00,Active Learning,2.12
51-6021.00,Learning Strategies,1.75
51-6021.00,Monitoring,2.38
51-6031.00,Reading Comprehension,2.62
51-6031.00,Active Listening,2.75
51-6031.00,Writing,2.0
51-6031.00,Speaking,2.12
51-6031.00,Mathematics,2.0
51-6031.00,Science,1.0
51-6031.00,Critical Thinking,2.75
51-6031.00,Active Learning,2.12
51-6031.00,Learning Strategies,2.12
51-6031.00,Monitoring,3.12
51-6041.00,Reading Comprehension,2.88
51-6041.00,Active Listening,3.0
51-6041.00,Writing,2.12
51-6041.00,Speaking,3.0
51-6041.00,Mathematics,1.88
51-6041.00,Science,1.0
51-6041.00,Critical Thinking,3.0
51-6041.00,Active Learning,2.38
51-6041.00,Learning Strategies,1.62
51-6041.00,Monitoring,3.0
51-6042.00,Reading Comprehension,3.12
51-6042.00,Active Listening,3.0
51-6042.00,Writing,2.12
51-6042.00,Speaking,2.75
51-6042.00,Mathematics,2.0
51-6042.00,Science,1.12
51-6042.00,Critical Thinking,3.0
51-6042.00,Active Learning,2.12
51-6042.00,Learning Strategies,2.12
51-6042.00,Monitoring,3.0
51-6051.00,Reading Comprehension,2.5
51-6051.00,Active Listening,2.62
51-6051.00,Writing,1.88
51-6051.00,Speaking,2.62
51-6051.00,Mathematics,2.0
51-6051.00,Science,1.0
51-6051.00,Critical Thinking,2.5
51-6051.00,Active Learning,2.38
51-6051.00,Learning Strategies,2.0
51-6051.00,Monitoring,2.62
51-6052.00,Reading Comprehension,2.62
51-6052.00,Active Listening,3.0
51-6052.00,Writing,2.5
51-6052.00,Speaking,3.0
51-6052.00,Mathematics,1.88
51-6052.00,Science,1.0
51-6052.00,Critical Thinking,3.0
51-6052.00,Active Learning,2.62
51-6052.00,Learning Strategies,2.0
51-6052.00,Monitoring,2.75
51-6061.00,Reading Comprehension,2.88
51-6061.00,Active Listening,3.0
51-6061.00,Writing,2.5
51-6061.00,Speaking,2.88
51-6061.00,Mathematics,2.5
51-6061.00,Science,1.62
51-6061.00,Critical Thinking,2.88
51-6061.00,Active Learning,2.12
51-6061.00,Learning Strategies,2.0
51-6061.00,Monitoring,3.0
51-6062.00,Reading Comprehension,2.75
51-6062.00,Active Listening,3.0
51-6062.00,Writing,2.62
51-6062.00,Speaking,3.0
51-6062.00,Mathematics,2.12
51-6062.00,Science,1.0
51-6062.00,Critical Thinking,2.88
51-6062.00,Active Learning,2.5
51-6062.00,Learning Strategies,2.0
51-6062.00,Monitoring,3.12
51-6063.00,Reading Comprehension,2.75
51-6063.00,Active Listening,3.0
51-6063.00,Writing,2.38
51-6063.00,Speaking,2.88
51-6063.00,Mathematics,1.88
51-6063.00,Science,1.12
51-6063.00,Critical Thinking,2.88
51-6063.00,Active Learning,2.0
51-6063.00,Learning Strategies,2.12
51-6063.00,Monitoring,3.12
51-6064.00,Reading Comprehension,2.5
51-6064.00,Active Listening,3.0
51-6064.00,Writing,2.38
51-6064.00,Speaking,3.12
51-6064.00,Mathematics,2.0
51-6064.00,Science,1.0
51-6064.00,Critical Thinking,3.0
51-6064.00,Active Learning,2.38
51-6064.00,Learning Strategies,2.38
51-6064.00,Monitoring,3.0
51-6091.00,Reading Comprehension,2.88
51-6091.00,Active Listening,3.0
51-6091.00,Writing,2.62
51-6091.00,Speaking,3.0
51-6091.00,Mathematics,2.0
51-6091.00,Science,1.25
51-6091.00,Critical Thinking,2.88
51-6091.00,Active Learning,2.75
51-6091.00,Learning Strategies,2.25
51-6091.00,Monitoring,3.5
51-6092.00,Reading Comprehension,3.12
51-6092.00,Active Listening,3.38
51-6092.00,Writing,3.0
51-6092.00,Speaking,3.12
51-6092.00,Mathematics,3.12
51-6092.00,Science,1.12
51-6092.00,Critical Thinking,3.75
51-6092.00,Active Learning,3.12
51-6092.00,Learning Strategies,3.0
51-6092.00,Monitoring,3.12
51-6093.00,Reading Comprehension,3.12
51-6093.00,Active Listening,3.0
51-6093.00,Writing,2.62
51-6093.00,Speaking,3.0
51-6093.00,Mathematics,2.5
51-6093.00,Science,1.25
51-6093.00,Critical Thinking,3.5
51-6093.00,Active Learning,3.0
51-6093.00,Learning Strategies,2.75
51-6093.00,Monitoring,3.0
51-7011.00,Reading Comprehension,2.88
51-7011.00,Active Listening,2.75
51-7011.00,Writing,2.38
51-7011.00,Speaking,2.88
51-7011.00,Mathematics,2.75
51-7011.00,Science,1.0
51-7011.00,Critical Thinking,2.75
51-7011.00,Active Learning,2.62
