EmployeeNumber,JobRole,occupation_title,required_count,has_count,gap_count,skill_gap
1150,Manufacturing Director,Industrial Production Managers,10,7,3,"Critical Thinking, Microsoft Office software, Speaking"
1152,Human Resources,Human Resources Specialists,10,6,4,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Writing"
1154,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft PowerPoint, Monitoring, Reading Comprehension"
1156,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Office software, Monitoring"
1157,Sales Executive,Sales Managers,10,8,2,"Microsoft Outlook, Microsoft PowerPoint"
1158,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Reading Comprehension, Science, Writing"
1160,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Outlook, Science, Writing"
1161,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Critical Thinking, Microsoft Outlook"
1162,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Office software, Reading Comprehension, Writing"
1163,Sales Executive,Sales Managers,10,6,4,"Active Listening, Critical Thinking, Microsoft Outlook, Microsoft PowerPoint"
1164,Human Resources,Human Resources Specialists,10,8,2,"Applicant tracking software, Microsoft Outlook"
1165,Sales Executive,Sales Managers,10,8,2,"Microsoft Excel, Microsoft Outlook"
1166,Research Director,Natural Sciences Managers,9,8,1,Monitoring
1167,Sales Executive,Sales Managers,10,8,2,"Microsoft Excel, Microsoft PowerPoint"
1171,Sales Executive,Sales Managers,10,8,2,"Microsoft Office software, Speaking"
1172,Laboratory Technician,Chemical Technicians,9,8,1,Reading Comprehension
1173,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Excel, Writing"
1175,Laboratory Technician,Chemical Technicians,9,7,2,"Science, Writing"
1177,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Excel, Microsoft Office software, Writing"
1179,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint"
1180,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Monitoring"
1182,Manufacturing Director,Industrial Production Managers,10,8,2,"Microsoft Office software, Speaking"
1184,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Microsoft Outlook, Writing"
1185,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Office software, Writing"
1188,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Microsoft Excel, Microsoft Office software"
1190,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,6,3,"Active Learning, Microsoft Excel, Speaking"
1191,Manager,General and Operations Managers,9,5,4,"Active Learning, Microsoft Excel, Microsoft Office software, Reading Comprehension"
1192,Laboratory Technician,Chemical Technicians,9,8,1,Science
1193,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Office software, Microsoft PowerPoint, Science, Writing"
1195,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft Excel
1196,Manufacturing Director,Industrial Production Managers,10,5,5,"Learning Strategies, Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Reading Comprehension"
1198,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Critical Thinking, Microsoft Outlook"
1200,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Excel, Writing"
1201,Manager,General and Operations Managers,9,6,3,"Microsoft Excel, Microsoft PowerPoint, Reading Comprehension"
1202,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Excel, Microsoft Office software, Monitoring, Reading Comprehension"
1203,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Excel, Microsoft Office software, Writing"
1204,Manager,General and Operations Managers,9,7,2,"Active Listening, Microsoft PowerPoint"
1206,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Critical Thinking, Microsoft Excel, Monitoring"
1207,Human Resources,Human Resources Specialists,10,6,4,"Active Learning, Critical Thinking, Microsoft Outlook, Writing"
1210,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft Excel, Writing"
1211,Sales Executive,Sales Managers,10,7,3,"Microsoft Excel, Microsoft Office software, Microsoft PowerPoint"
1212,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Office software, Microsoft Outlook, Speaking"
1215,Manager,General and Operations Managers,9,5,4,"Critical Thinking, Microsoft Office software, Microsoft PowerPoint, Monitoring"
1216,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Critical Thinking, Monitoring, Science"
1217,Research Director,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Excel, Writing"
1218,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft PowerPoint, Monitoring"
1219,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Outlook, Science"
1220,Sales Executive,Sales Managers,10,8,2,"Active Learning, Active Listening"
1221,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Excel, Monitoring"
1224,Laboratory Technician,Chemical Technicians,9,6,3,"Critical Thinking, Monitoring, Reading Comprehension"
1225,Research Scientist,Natural Sciences Managers,9,7,2,"Critical Thinking, Science"
1226,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,6,3,"Active Learning, Critical Thinking, Reading Comprehension"
1228,Manufacturing Director,Industrial Production Managers,10,7,3,"Active Listening, Critical Thinking, Microsoft Excel"
1231,Human Resources,Human Resources Specialists,10,9,1,Microsoft Outlook
1233,Sales Executive,Sales Managers,10,7,3,"Microsoft Excel, Microsoft Office software, Reading Comprehension"
1234,Laboratory Technician,Chemical Technicians,9,8,1,Monitoring
1235,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Excel, Microsoft PowerPoint, Monitoring"
1237,Manufacturing Director,Industrial Production Managers,10,7,3,"Learning Strategies, Microsoft Excel, Monitoring"
1238,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft PowerPoint
1239,Sales Executive,Sales Managers,10,7,3,"Active Listening, Microsoft Outlook, Microsoft PowerPoint"
1240,Sales Executive,Sales Managers,10,5,5,"Critical Thinking, Microsoft Outlook, Monitoring, Reading Comprehension, Speaking"
1241,Research Scientist,Natural Sciences Managers,9,7,2,"Critical Thinking, Writing"
1242,Research Director,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Office software, Microsoft PowerPoint, Writing"
1243,Sales Executive,Sales Managers,10,6,4,"Microsoft Excel, Microsoft PowerPoint, Reading Comprehension, Speaking"
1244,Research Scientist,Natural Sciences Managers,9,8,1,Active Listening
1245,Manufacturing Director,Industrial Production Managers,10,8,2,"Microsoft Excel, Monitoring"
1246,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Excel, Writing"
1248,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Reading Comprehension, Science, Writing"
1249,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Office software, Science, Writing"
1250,Research Director,Natural Sciences Managers,9,7,2,"Microsoft Office software, Reading Comprehension"
1251,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Microsoft Excel, Microsoft Outlook, Reading Comprehension, Speaking"
1252,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,5,5,"Active Learning, Microsoft Excel, Salesforce software, Speaking, Writing"
1254,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Microsoft PowerPoint, Speaking"
1255,Research Director,Natural Sciences Managers,9,5,4,"Microsoft Excel, Microsoft Office software, Microsoft PowerPoint, Science"
1256,Manager,General and Operations Managers,9,6,3,"Active Learning, Critical Thinking, Microsoft Office software"
1257,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft PowerPoint, Monitoring, Writing"
1258,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Reading Comprehension"
1259,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Excel, Microsoft PowerPoint, Science, Writing"
1260,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Microsoft Office software, Reading Comprehension, Writing"
1263,Research Director,Natural Sciences Managers,9,6,3,"Reading Comprehension, Science, Writing"
1264,Research Director,Natural Sciences Managers,9,8,1,Active Listening
1265,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Office software, Monitoring"
1267,Manager,General and Operations Managers,9,5,4,"Microsoft Excel, Microsoft PowerPoint, Monitoring, Reading Comprehension"
1268,Sales Executive,Sales Managers,10,9,1,Active Learning
1269,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Office software, Microsoft PowerPoint, Science"
1270,Research Scientist,Natural Sciences Managers,9,8,1,Monitoring
1273,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Critical Thinking, Writing"
1275,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Office software, Reading Comprehension, Science, Writing"
1277,Manager,General and Operations Managers,9,5,4,"Active Learning, Monitoring, Reading Comprehension, Speaking"
1278,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Learning, Microsoft Office software, Writing"
1279,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Outlook, Reading Comprehension"
1280,Manager,General and Operations Managers,9,8,1,Speaking
1281,Sales Executive,Sales Managers,10,8,2,"Microsoft PowerPoint, Speaking"
1282,Manager,General and Operations Managers,9,7,2,"Microsoft Office software, Reading Comprehension"
1283,Manufacturing Director,Industrial Production Managers,10,7,3,"Active Listening, Microsoft Excel, Microsoft PowerPoint"
1285,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Excel, Reading Comprehension, Writing"
1286,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Excel, Reading Comprehension, Writing"
1288,Manager,General and Operations Managers,9,6,3,"Active Listening, Microsoft Office software, Microsoft PowerPoint"
1289,Human Resources,Human Resources Specialists,10,6,4,"Active Listening, Critical Thinking, Reading Comprehension, Writing"
1291,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft Office software, Reading Comprehension"
1292,Research Scientist,Natural Sciences Managers,9,7,2,"Reading Comprehension, Writing"
1293,Sales Executive,Sales Managers,10,9,1,Microsoft Excel
1294,Manufacturing Director,Industrial Production Managers,10,5,5,"Critical Thinking, Learning Strategies, Microsoft Excel, Microsoft Office software, Speaking"
1295,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Critical Thinking, Microsoft Office software, Microsoft Outlook, Speaking"
1296,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft Outlook, Science"
1297,Laboratory Technician,Chemical Technicians,9,6,3,"Critical Thinking, Microsoft Excel, Writing"
1298,Manufacturing Director,Industrial Production Managers,10,6,4,"Microsoft Excel, Microsoft Office software, Monitoring, Speaking"
1299,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Office software, Science, Writing"
1301,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Critical Thinking, Microsoft Excel, Science"
1303,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Excel, Monitoring"
1304,Sales Executive,Sales Managers,10,6,4,"Active Listening, Critical Thinking, Microsoft PowerPoint, Reading Comprehension"
1306,Manager,General and Operations Managers,9,5,4,"Microsoft Excel, Microsoft PowerPoint, Monitoring, Speaking"
1307,Manager,General and Operations Managers,9,7,2,"Microsoft Excel, Speaking"
1308,Research Scientist,Natural Sciences Managers,9,8,1,Active Listening
1309,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Outlook, Monitoring, Science"
1310,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Office software, Microsoft PowerPoint, Writing"
1311,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Outlook, Monitoring"
1312,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Listening, Microsoft Outlook, Reading Comprehension, Writing"
1314,Human Resources,Human Resources Specialists,10,6,4,"Active Listening, Microsoft Office software, Reading Comprehension, Writing"
1315,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Microsoft Office software"
1317,Research Director,Natural Sciences Managers,9,6,3,"Microsoft Office software, Microsoft PowerPoint, Writing"
1318,Sales Executive,Sales Managers,10,9,1,Monitoring
1319,Sales Executive,Sales Managers,10,5,5,"Active Learning, Active Listening, Critical Thinking, Microsoft Office software, Monitoring"
1321,Manager,General and Operations Managers,9,8,1,Microsoft Excel
1322,Manufacturing Director,Industrial Production Managers,10,7,3,"Critical Thinking, Learning Strategies, Microsoft Outlook"
1324,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Microsoft PowerPoint, Reading Comprehension"
1329,Sales Executive,Sales Managers,10,5,5,"Active Listening, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Speaking"
1331,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Listening, Reading Comprehension"
1333,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Microsoft Excel, Writing"
1334,Manager,General and Operations Managers,9,8,1,Active Listening
1336,Manager,General and Operations Managers,9,6,3,"Critical Thinking, Microsoft Office software, Speaking"
1338,Manager,General and Operations Managers,9,7,2,"Microsoft Excel, Speaking"
1340,Research Scientist,Natural Sciences Managers,9,6,3,"Active Listening, Critical Thinking, Writing"
1344,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Learning, Active Listening, Critical Thinking, Microsoft Excel"
1346,Research Scientist,Natural Sciences Managers,9,8,1,Science
1349,Sales Executive,Sales Managers,10,6,4,"Active Listening, Critical Thinking, Reading Comprehension, Speaking"
1350,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Reading Comprehension, Writing"
1352,Manager,General and Operations Managers,9,7,2,"Critical Thinking, Microsoft PowerPoint"
1355,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Monitoring, Speaking"
1356,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Outlook, Monitoring, Reading Comprehension"
1358,Laboratory Technician,Chemical Technicians,9,7,2,"Active Listening, Monitoring"
1360,Manufacturing Director,Industrial Production Managers,10,5,5,"Learning Strategies, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Reading Comprehension"
1361,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Excel, Microsoft Office software, Monitoring"
1362,Sales Executive,Sales Managers,10,8,2,"Active Learning, Reading Comprehension"
1363,Manufacturing Director,Industrial Production Managers,10,7,3,"Critical Thinking, Microsoft Excel, Reading Comprehension"
1364,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Active Listening, Salesforce software"
1367,Manufacturing Director,Industrial Production Managers,10,6,4,"Critical Thinking, Microsoft Excel, Microsoft PowerPoint, Speaking"
1368,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Outlook, Monitoring, Science"
1369,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Office software, Monitoring, Science"
1371,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension"
1372,Sales Executive,Sales Managers,10,6,4,"Critical Thinking, Microsoft Excel, Monitoring, Speaking"
1373,Manufacturing Director,Industrial Production Managers,10,6,4,"Learning Strategies, Monitoring, Reading Comprehension, Speaking"
1374,Research Scientist,Natural Sciences Managers,9,8,1,Monitoring
1375,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Listening, Critical Thinking, Microsoft Outlook, Salesforce software"
1377,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Outlook, Monitoring, Writing"
1379,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,6,3,"Active Learning, Critical Thinking, Speaking"
1380,Sales Executive,Sales Managers,10,9,1,Critical Thinking
1382,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft Office software
1383,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Active Learning, Microsoft Excel"
1387,Sales Executive,Sales Managers,10,5,5,"Critical Thinking, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Monitoring"
1389,Manufacturing Director,Industrial Production Managers,10,9,1,Microsoft Outlook
1390,Sales Executive,Sales Managers,10,8,2,"Active Learning, Microsoft Excel"
1391,Sales Executive,Sales Managers,10,7,3,"Microsoft Excel, Microsoft PowerPoint, Reading Comprehension"
1392,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft Excel, Microsoft Office software"
1394,Research Scientist,Natural Sciences Managers,9,7,2,"Critical Thinking, Reading Comprehension"
1395,Sales Executive,Sales Managers,10,5,5,"Active Listening, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Monitoring"
1396,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Excel, Microsoft Outlook"
1397,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Active Listening, Microsoft Excel, Microsoft Outlook"
1399,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Excel, Monitoring"
1401,Manufacturing Director,Industrial Production Managers,10,8,2,"Reading Comprehension, Speaking"
1402,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Monitoring, Reading Comprehension"
1403,Sales Executive,Sales Managers,10,7,3,"Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension"
1405,Research Scientist,Natural Sciences Managers,9,6,3,"Critical Thinking, Monitoring, Writing"
1407,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft PowerPoint, Monitoring"
1408,Manager,General and Operations Managers,9,6,3,"Active Learning, Microsoft Excel, Microsoft PowerPoint"
1409,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Outlook, Writing"
1411,Laboratory Technician,Chemical Technicians,9,7,2,"Monitoring, Reading Comprehension"
1412,Manufacturing Director,Industrial Production Managers,10,6,4,"Active Listening, Learning Strategies, Microsoft Office software, Monitoring"
1415,Laboratory Technician,Chemical Technicians,9,6,3,"Monitoring, Reading Comprehension, Science"
1417,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Office software, Monitoring, Science"
1419,Human Resources,Human Resources Specialists,10,8,2,"Critical Thinking, Microsoft Excel"
1420,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Excel, Microsoft Office software, Reading Comprehension"
1421,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,9,1,Microsoft Office software
1422,Research Director,Natural Sciences Managers,9,6,3,"Active Listening, Microsoft Excel, Writing"
1423,Research Director,Natural Sciences Managers,9,6,3,"Critical Thinking, Microsoft PowerPoint, Reading Comprehension"
1424,Research Director,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Office software, Microsoft PowerPoint, Science"
1425,Sales Executive,Sales Managers,10,6,4,"Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Speaking"
1427,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,5,4,"Critical Thinking, Microsoft Excel, Salesforce software, Speaking"
1428,Sales Executive,Sales Managers,10,8,2,"Microsoft Office software, Microsoft Outlook"
1430,Research Director,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Office software, Microsoft PowerPoint, Science"
1431,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Reading Comprehension"
1433,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Office software, Microsoft PowerPoint, Reading Comprehension"
1434,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Excel, Monitoring, Science"
1435,Laboratory Technician,Chemical Technicians,9,6,3,"Microsoft Excel, Microsoft Office software, Microsoft Outlook"
1436,Sales Executive,Sales Managers,10,5,5,"Active Learning, Microsoft Outlook, Microsoft PowerPoint, Monitoring, Speaking"
1438,Research Scientist,Natural Sciences Managers,9,8,1,Microsoft Excel
1439,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,7,2,"Microsoft Excel, Speaking"
1440,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Office software, Reading Comprehension"
1441,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Excel, Writing"
1443,Research Director,Natural Sciences Managers,9,7,2,"Microsoft Excel, Microsoft Office software"
1445,Sales Executive,Sales Managers,10,6,4,"Active Listening, Critical Thinking, Microsoft Excel, Microsoft Office software"
1446,Sales Executive,Sales Managers,10,8,2,"Active Learning, Critical Thinking"
1447,Laboratory Technician,Chemical Technicians,9,5,4,"Microsoft Excel, Reading Comprehension, Science, Writing"
1448,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Excel, Microsoft PowerPoint, Science"
1449,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Excel, Monitoring, Reading Comprehension"
1453,Sales Executive,Sales Managers,10,8,2,"Active Learning, Speaking"
1457,Sales Executive,Sales Managers,10,6,4,"Active Learning, Microsoft Excel, Microsoft Office software, Microsoft Outlook"
1458,Laboratory Technician,Chemical Technicians,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft Outlook, Writing"
1459,Manufacturing Director,Industrial Production Managers,10,7,3,"Critical Thinking, Microsoft PowerPoint, Reading Comprehension"
1460,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Reading Comprehension, Speaking, Writing"
1461,Human Resources,Human Resources Specialists,10,6,4,"Applicant tracking software, Microsoft Office software, Microsoft Outlook, Writing"
1464,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Critical Thinking, Writing"
1465,Manufacturing Director,Industrial Production Managers,10,7,3,"Active Listening, Microsoft PowerPoint, Speaking"
1466,Sales Executive,Sales Managers,10,6,4,"Active Learning, Active Listening, Microsoft Outlook, Monitoring"
1467,Human Resources,Human Resources Specialists,10,6,4,"Active Listening, Applicant tracking software, Microsoft Excel, Writing"
1468,Research Director,Natural Sciences Managers,9,6,3,"Critical Thinking, Reading Comprehension, Science"
1469,Sales Executive,Sales Managers,10,6,4,"Critical Thinking, Microsoft Outlook, Monitoring, Reading Comprehension"
1471,Laboratory Technician,Chemical Technicians,9,8,1,Reading Comprehension
1472,Research Director,Natural Sciences Managers,9,7,2,"Active Listening, Critical Thinking"
1473,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,9,1,Critical Thinking
1474,Research Scientist,Natural Sciences Managers,9,5,4,"Critical Thinking, Microsoft Excel, Microsoft PowerPoint, Writing"
1475,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Microsoft Office software, Monitoring, Writing"
1477,Sales Executive,Sales Managers,10,7,3,"Active Learning, Microsoft Outlook, Reading Comprehension"
1478,Sales Executive,Sales Managers,10,8,2,"Microsoft Office software, Microsoft Outlook"
1479,Sales Executive,Sales Managers,10,8,2,"Microsoft Office software, Microsoft Outlook"
1480,Laboratory Technician,Chemical Technicians,9,8,1,Science
1481,Sales Executive,Sales Managers,10,7,3,"Critical Thinking, Microsoft Outlook, Microsoft PowerPoint"
1482,Research Scientist,Natural Sciences Managers,9,6,3,"Microsoft Office software, Microsoft PowerPoint, Reading Comprehension"
1483,Research Scientist,Natural Sciences Managers,9,5,4,"Microsoft Office software, Microsoft PowerPoint, Monitoring, Science"
1484,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Active Listening, Reading Comprehension"
1485,Research Director,Natural Sciences Managers,9,5,4,"Active Listening, Reading Comprehension, Science, Writing"
1486,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,6,3,"Active Learning, Reading Comprehension, Writing"
1487,Sales Executive,Sales Managers,10,8,2,"Active Learning, Microsoft Office software"
1489,Sales Executive,Sales Managers,10,6,4,"Active Learning, Critical Thinking, Microsoft Excel, Speaking"
1492,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,8,1,Reading Comprehension
1494,Laboratory Technician,Chemical Technicians,9,7,2,"Critical Thinking, Microsoft Excel"
1495,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,6,3,"Active Learning, Salesforce software, Writing"
1496,Manufacturing Director,Industrial Production Managers,10,7,3,"Learning Strategies, Microsoft Outlook, Speaking"
1497,Sales Executive,Sales Managers,10,8,2,"Microsoft Office software, Microsoft PowerPoint"
1499,Human Resources,Human Resources Specialists,10,8,2,"Applicant tracking software, Microsoft Office software"
1501,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Active Learning, Microsoft Outlook, Speaking, Writing"
1502,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Office software, Monitoring"
1503,Sales Executive,Sales Managers,10,9,1,Critical Thinking
1504,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Outlook, Science"
1506,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Critical Thinking, Microsoft Office software, Science"
1507,Sales Executive,Sales Managers,10,8,2,"Critical Thinking, Microsoft PowerPoint"
1509,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Office software, Reading Comprehension, Science"
1513,Laboratory Technician,Chemical Technicians,9,6,3,"Active Listening, Microsoft Outlook, Writing"
1514,Manufacturing Director,Industrial Production Managers,10,7,3,"Microsoft PowerPoint, Reading Comprehension, Speaking"
1515,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,7,3,"Microsoft Outlook, Salesforce software, Speaking"
1516,Manager,General and Operations Managers,9,5,4,"Active Listening, Microsoft Excel, Reading Comprehension, Speaking"
1520,Manager,General and Operations Managers,9,7,2,"Critical Thinking, Microsoft Office software"
1522,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Office software, Writing"
1523,Research Director,Natural Sciences Managers,9,6,3,"Critical Thinking, Monitoring, Reading Comprehension"
1525,Manufacturing Director,Industrial Production Managers,10,7,3,"Microsoft Office software, Microsoft PowerPoint, Monitoring"
1527,Manager,General and Operations Managers,9,5,4,"Microsoft Office software, Microsoft PowerPoint, Monitoring, Speaking"
1529,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,6,4,"Microsoft Excel, Microsoft Outlook, Speaking, Writing"
1533,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Microsoft Excel, Reading Comprehension, Writing"
1534,Laboratory Technician,Chemical Technicians,9,5,4,"Active Listening, Critical Thinking, Monitoring, Reading Comprehension"
1535,Sales Executive,Sales Managers,10,8,2,"Reading Comprehension, Speaking"
1537,Research Scientist,Natural Sciences Managers,9,5,4,"Active Listening, Critical Thinking, Monitoring, Science"
1539,Research Director,Natural Sciences Managers,9,6,3,"Microsoft PowerPoint, Reading Comprehension, Science"
1541,Sales Representative,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",9,8,1,Active Listening
1542,Laboratory Technician,Chemical Technicians,9,7,2,"Microsoft Office software, Science"
1543,Research Scientist,Natural Sciences Managers,9,7,2,"Microsoft Excel, Writing"
1544,Healthcare Representative,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",10,8,2,"Reading Comprehension, Salesforce software"
