EmployeeNumber,current_skill
1604,Monitoring
1604,Active Listening
1604,Science
1604,Microsoft Excel
1605,Active Listening
1605,Critical Thinking
1605,Monitoring
1605,Writing
1605,Microsoft Office software
1605,Science
1605,Microsoft Excel
1605,Microsoft PowerPoint
1606,Reading Comprehension
1606,Microsoft Office software
1606,Critical Thinking
1606,Salesforce software
1606,Microsoft Outlook
1606,Active Learning
1607,Writing
1607,Critical Thinking
1607,Reading Comprehension
1607,Microsoft Excel
1607,Monitoring
1607,Science
1608,Science
1608,Microsoft Excel
1608,Microsoft Office software
1608,Writing
1608,Reading Comprehension
1608,Active Listening
1609,Reading Comprehension
1609,Microsoft PowerPoint
1609,Microsoft Excel
1609,Monitoring
1609,Writing
1609,Active Listening
1611,Writing
1611,Microsoft Excel
1611,Microsoft Office software
1611,Microsoft Outlook
1611,Active Listening
1612,Active Learning
1612,Microsoft Office software
1612,Microsoft Excel
1612,Critical Thinking
1612,Speaking
1613,Active Listening
1613,Active Learning
1613,Speaking
1613,Microsoft Office software
1613,Microsoft Outlook
1613,Monitoring
1613,Microsoft Excel
1613,Reading Comprehension
1614,Speaking
1614,Monitoring
1614,Critical Thinking
1614,Microsoft Excel
1614,Microsoft Office software
1614,Microsoft PowerPoint
1615,Critical Thinking
1615,Active Listening
1615,Microsoft Outlook
1615,Microsoft Office software
1615,Speaking
1615,Microsoft Excel
1615,Reading Comprehension
1617,Critical Thinking
1617,Microsoft Outlook
1617,Writing
1617,Active Listening
1617,Microsoft Excel
1617,Science
1618,Reading Comprehension
1618,Learning Strategies
1618,Microsoft PowerPoint
1618,Microsoft Outlook
1618,Microsoft Excel
1618,Speaking
1618,Critical Thinking
1618,Monitoring
1618,Active Listening
1619,Science
1619,Reading Comprehension
1619,Monitoring
1619,Microsoft Office software
1619,Active Listening
1619,Microsoft Excel
1619,Microsoft Outlook
1619,Writing
1621,Microsoft Office software
1621,Microsoft Excel
1621,Critical Thinking
1621,Writing
1621,Monitoring
1622,Reading Comprehension
1622,Learning Strategies
1622,Active Listening
1622,Speaking
1622,Monitoring
1623,Active Listening
1623,Monitoring
1623,Microsoft PowerPoint
1623,Science
1623,Writing
1623,Microsoft Office software
1623,Microsoft Excel
1624,Speaking
1624,Writing
1624,Salesforce software
1624,Active Learning
1624,Active Listening
1625,Critical Thinking
1625,Microsoft PowerPoint
1625,Active Listening
1625,Microsoft Office software
1625,Monitoring
1625,Reading Comprehension
1625,Active Learning
1625,Microsoft Excel
1627,Critical Thinking
1627,Active Listening
1627,Monitoring
1627,Reading Comprehension
1627,Science
1627,Writing
1627,Microsoft Office software
1628,Reading Comprehension
1628,Active Listening
1628,Speaking
1628,Microsoft Excel
1628,Monitoring
1628,Learning Strategies
1628,Microsoft Outlook
1628,Microsoft Office software
1630,Active Learning
1630,Critical Thinking
1630,Microsoft Outlook
1630,Speaking
1630,Microsoft Excel
1631,Microsoft PowerPoint
1631,Critical Thinking
1631,Learning Strategies
1631,Microsoft Excel
1631,Microsoft Office software
1631,Reading Comprehension
1631,Microsoft Outlook
1633,Critical Thinking
1633,Microsoft Outlook
1633,Microsoft Office software
1633,Microsoft PowerPoint
1633,Microsoft Excel
1635,Reading Comprehension
1635,Learning Strategies
1635,Active Listening
1635,Microsoft Outlook
1635,Critical Thinking
1635,Speaking
1638,Speaking
1638,Microsoft Outlook
1638,Monitoring
1638,Reading Comprehension
1638,Microsoft PowerPoint
1638,Critical Thinking
1638,Microsoft Excel
1638,Active Listening
1638,Microsoft Office software
1639,Microsoft Outlook
1639,Microsoft Excel
1639,Active Learning
1639,Reading Comprehension
1639,Active Listening
1639,Microsoft PowerPoint
1640,Science
1640,Microsoft PowerPoint
1640,Microsoft Excel
1640,Writing
1640,Active Listening
1640,Critical Thinking
1640,Monitoring
1641,Microsoft Outlook
1641,Critical Thinking
1641,Learning Strategies
1641,Microsoft PowerPoint
1641,Speaking
1641,Microsoft Office software
1641,Microsoft Excel
1641,Active Listening
1641,Monitoring
1642,Microsoft Outlook
1642,Microsoft Excel
1642,Microsoft Office software
1642,Active Learning
1642,Active Listening
1642,Critical Thinking
1642,Writing
1642,Reading Comprehension
1644,Microsoft Excel
1644,Monitoring
1644,Microsoft PowerPoint
1644,Critical Thinking
1644,Microsoft Office software
1645,Microsoft Outlook
1645,Active Listening
1645,Critical Thinking
1645,Active Learning
1645,Microsoft PowerPoint
1645,Reading Comprehension
1645,Microsoft Office software
1645,Speaking
1646,Critical Thinking
1646,Monitoring
1646,Microsoft PowerPoint
1646,Writing
1646,Active Listening
1646,Microsoft Excel
1646,Reading Comprehension
1647,Science
1647,Microsoft Excel
1647,Critical Thinking
1647,Microsoft PowerPoint
1647,Writing
1647,Reading Comprehension
1647,Active Listening
1648,Science
1648,Writing
1648,Active Listening
1648,Microsoft Office software
1648,Microsoft PowerPoint
1649,Science
1649,Reading Comprehension
1649,Writing
1649,Monitoring
1649,Microsoft Office software
1649,Active Listening
1650,Reading Comprehension
1650,Microsoft Office software
1650,Active Listening
1650,Active Learning
1650,Microsoft Excel
1650,Microsoft PowerPoint
1650,Speaking
1651,Writing
1651,Active Learning
1651,Microsoft Outlook
1651,Active Listening
1651,Salesforce software
1653,Microsoft Excel
1653,Microsoft PowerPoint
1653,Monitoring
1653,Speaking
1653,Microsoft Outlook
1653,Active Listening
1654,Microsoft Excel
1654,Microsoft PowerPoint
1654,Critical Thinking
1654,Monitoring
1654,Speaking
1655,Reading Comprehension
1655,Microsoft Excel
1655,Science
1655,Microsoft Office software
1655,Microsoft PowerPoint
1655,Writing
1655,Monitoring
1655,Active Listening
1656,Microsoft Office software
1656,Critical Thinking
1656,Active Listening
1656,Writing
1656,Monitoring
1656,Microsoft Excel
1657,Critical Thinking
1657,Microsoft Office software
1657,Microsoft Excel
1657,Speaking
1657,Active Learning
1657,Reading Comprehension
1657,Salesforce software
1658,Microsoft Office software
1658,Microsoft Excel
1658,Microsoft PowerPoint
1658,Writing
1658,Reading Comprehension
1658,Monitoring
1659,Critical Thinking
1659,Active Listening
1659,Microsoft Excel
1659,Writing
1659,Monitoring
1659,Science
1659,Microsoft Outlook
1661,Microsoft Outlook
1661,Active Listening
1661,Active Learning
1661,Microsoft Office software
1661,Speaking
1661,Writing
1662,Active Listening
1662,Speaking
1662,Critical Thinking
1662,Monitoring
1662,Microsoft Excel
1664,Reading Comprehension
1664,Active Listening
1664,Writing
1664,Active Learning
1664,Salesforce software
1664,Speaking
1664,Microsoft Outlook
1664,Critical Thinking
1664,Microsoft Excel
1665,Speaking
1665,Critical Thinking
1665,Monitoring
1665,Reading Comprehension
1665,Microsoft Office software
1666,Microsoft Office software
1666,Writing
1666,Critical Thinking
1666,Reading Comprehension
1666,Microsoft Excel
1667,Critical Thinking
1667,Active Learning
1667,Microsoft Office software
1667,Speaking
1667,Microsoft Excel
1667,Microsoft PowerPoint
1667,Reading Comprehension
1668,Monitoring
1668,Microsoft Office software
1668,Critical Thinking
1668,Active Listening
1668,Reading Comprehension
1668,Science
1668,Writing
1669,Active Listening
1669,Monitoring
1669,Active Learning
1669,Microsoft Office software
1669,Microsoft PowerPoint
1669,Reading Comprehension
1669,Speaking
1670,Reading Comprehension
1670,Microsoft Outlook
1670,Speaking
1670,Active Learning
1670,Microsoft Office software
1670,Monitoring
1670,Microsoft PowerPoint
1670,Critical Thinking
1671,Active Listening
1671,Microsoft Excel
1671,Science
1671,Reading Comprehension
1671,Critical Thinking
1673,Active Learning
1673,Microsoft Outlook
1673,Microsoft Office software
1673,Speaking
1673,Critical Thinking
1673,Monitoring
1674,Writing
1674,Monitoring
1674,Science
1674,Microsoft Excel
1674,Critical Thinking
1675,Science
1675,Active Listening
1675,Microsoft Office software
1675,Reading Comprehension
1675,Writing
1675,Microsoft Excel
1676,Microsoft PowerPoint
1676,Speaking
1676,Reading Comprehension
1676,Active Learning
1676,Microsoft Excel
1676,Active Listening
1677,Microsoft Excel
1677,Reading Comprehension
1677,Critical Thinking
1677,Microsoft Office software
1677,Active Learning
1677,Monitoring
1677,Speaking
1678,Active Listening
1678,Active Learning
1678,Microsoft Outlook
1678,Monitoring
1678,Microsoft PowerPoint
1678,Critical Thinking
1678,Speaking
1678,Microsoft Excel
1680,Critical Thinking
1680,Speaking
1680,Active Listening
1680,Microsoft Office software
1680,Active Learning
1681,Reading Comprehension
1681,Microsoft Excel
1681,Microsoft Office software
1681,Active Listening
1681,Speaking
1681,Microsoft PowerPoint
1681,Critical Thinking
1681,Microsoft Outlook
1682,Microsoft Office software
1682,Active Learning
1682,Microsoft Outlook
1682,Writing
1682,Reading Comprehension
1682,Critical Thinking
1682,Speaking
1682,Active Listening
1683,Reading Comprehension
1683,Microsoft Office software
1683,Speaking
1683,Active Learning
1683,Writing
1683,Microsoft Outlook
1684,Reading Comprehension
1684,Writing
1684,Active Listening
1684,Critical Thinking
1684,Microsoft Excel
1684,Monitoring
1684,Science
1684,Microsoft Office software
1687,Writing
1687,Microsoft Excel
1687,Microsoft Office software
1687,Active Listening
1687,Reading Comprehension
1687,Science
1687,Critical Thinking
1689,Active Listening
1689,Microsoft Office software
1689,Reading Comprehension
1689,Active Learning
1689,Writing
1689,Microsoft Outlook
1689,Salesforce software
1689,Critical Thinking
1691,Active Listening
1691,Writing
1691,Microsoft Excel
1691,Active Learning
1691,Speaking
1691,Salesforce software
1691,Reading Comprehension
1692,Reading Comprehension
1692,Microsoft Office software
1692,Active Listening
1692,Microsoft Excel
1692,Monitoring
1693,Writing
1693,Microsoft Office software
1693,Microsoft Excel
1693,Microsoft Outlook
1693,Monitoring
1693,Critical Thinking
1694,Monitoring
1694,Microsoft Office software
1694,Active Listening
1694,Reading Comprehension
1694,Science
1694,Microsoft Excel
1694,Critical Thinking
1696,Microsoft Excel
1696,Microsoft Office software
1696,Reading Comprehension
1696,Writing
1696,Microsoft Outlook
1696,Monitoring
1696,Critical Thinking
1697,Critical Thinking
1697,Reading Comprehension
1697,Active Listening
1697,Speaking
1697,Microsoft Office software
1697,Microsoft Excel
1697,Active Learning
1697,Writing
1698,Science
1698,Monitoring
1698,Microsoft Outlook
1698,Active Listening
1698,Microsoft Office software
1698,Writing
1698,Microsoft Excel
1700,Active Listening
1700,Reading Comprehension
1700,Active Learning
1700,Monitoring
1700,Microsoft Excel
1701,Critical Thinking
1701,Microsoft PowerPoint
1701,Science
1701,Reading Comprehension
1701,Microsoft Excel
1701,Monitoring
1702,Microsoft Office software
1702,Active Learning
1702,Speaking
1702,Active Listening
1702,Salesforce software
1702,Critical Thinking
1702,Writing
1703,Salesforce software
1703,Microsoft Excel
1703,Reading Comprehension
1703,Active Listening
1703,Writing
1703,Speaking
1703,Critical Thinking
1703,Microsoft Office software
1703,Microsoft Outlook
1704,Science
1704,Microsoft Excel
1704,Monitoring
1704,Microsoft Office software
1704,Reading Comprehension
1704,Writing
1706,Microsoft Excel
1706,Active Learning
1706,Microsoft Office software
1706,Monitoring
1706,Active Listening
1707,Microsoft PowerPoint
1707,Critical Thinking
1707,Microsoft Excel
1707,Reading Comprehension
1707,Monitoring
1707,Microsoft Office software
1707,Writing
1707,Science
1708,Critical Thinking
1708,Microsoft Outlook
1708,Microsoft PowerPoint
1708,Speaking
1708,Monitoring
1708,Active Learning
1708,Active Listening
1709,Writing
1709,Microsoft Office software
1709,Science
1709,Critical Thinking
1709,Microsoft Excel
1710,Microsoft Office software
1710,Writing
1710,Active Listening
1710,Active Learning
1710,Speaking
1710,Salesforce software
1710,Reading Comprehension
1712,Active Listening
1712,Microsoft Excel
1712,Microsoft Office software
1712,Salesforce software
1712,Writing
1712,Critical Thinking
1712,Speaking
1714,Applicant tracking software
1714,Active Learning
1714,Microsoft Excel
1714,Microsoft Office software
1714,Speaking
1714,Reading Comprehension
1716,Reading Comprehension
1716,Speaking
1716,Microsoft PowerPoint
1716,Microsoft Outlook
1716,Microsoft Office software
1716,Critical Thinking
1718,Active Listening
1718,Microsoft Office software
1718,Critical Thinking
1718,Reading Comprehension
1718,Monitoring
1718,Microsoft Outlook
1719,Microsoft Excel
1719,Critical Thinking
1719,Reading Comprehension
1719,Microsoft Office software
1719,Microsoft PowerPoint
1719,Monitoring
1719,Active Listening
1720,Active Listening
1720,Science
1720,Microsoft Office software
1720,Microsoft Excel
1720,Writing
1721,Writing
1721,Critical Thinking
1721,Microsoft Office software
1721,Active Listening
1721,Microsoft Outlook
1721,Reading Comprehension
1722,Reading Comprehension
1722,Microsoft Excel
1722,Microsoft Outlook
1722,Applicant tracking software
1722,Microsoft Office software
1722,Speaking
1724,Learning Strategies
1724,Speaking
1724,Active Listening
1724,Critical Thinking
1724,Microsoft Excel
1724,Monitoring
1724,Reading Comprehension
1724,Microsoft Office software
1725,Microsoft Outlook
1725,Monitoring
1725,Microsoft Excel
1725,Science
1725,Microsoft Office software
1727,Speaking
1727,Writing
1727,Salesforce software
1727,Active Learning
1727,Microsoft Office software
1727,Reading Comprehension
1728,Monitoring
1728,Microsoft Excel
1728,Learning Strategies
1728,Microsoft Office software
1728,Microsoft Outlook
1728,Speaking
1728,Active Listening
1728,Microsoft PowerPoint
1729,Writing
1729,Reading Comprehension
1729,Active Listening
1729,Science
1729,Monitoring
1731,Microsoft Office software
1731,Critical Thinking
1731,Microsoft PowerPoint
1731,Active Listening
1731,Active Learning
1731,Microsoft Outlook
1732,Microsoft PowerPoint
1732,Reading Comprehension
1732,Active Learning
1732,Critical Thinking
1732,Speaking
1733,Reading Comprehension
1733,Active Listening
1733,Monitoring
1733,Speaking
1733,Microsoft Office software
1733,Microsoft Excel
1734,Monitoring
1734,Critical Thinking
1734,Speaking
1734,Active Learning
1734,Reading Comprehension
1734,Microsoft Office software
1735,Reading Comprehension
1735,Monitoring
1735,Microsoft Office software
1735,Microsoft Outlook
1735,Writing
1735,Microsoft Excel
1735,Science
1736,Microsoft Outlook
1736,Monitoring
1736,Active Listening
1736,Speaking
1736,Microsoft Excel
1737,Writing
1737,Reading Comprehension
1737,Microsoft Excel
1737,Microsoft Outlook
1737,Science
1737,Microsoft Office software
1737,Active Listening
1739,Reading Comprehension
1739,Critical Thinking
1739,Monitoring
1739,Active Learning
1739,Microsoft Outlook
1739,Microsoft PowerPoint
1739,Microsoft Excel
1740,Microsoft Excel
1740,Microsoft Office software
1740,Active Learning
1740,Microsoft PowerPoint
1740,Monitoring
1740,Speaking
1744,Speaking
1744,Microsoft Excel
1744,Microsoft Outlook
1744,Active Listening
1744,Applicant tracking software
1744,Microsoft Office software
1745,Microsoft PowerPoint
1745,Monitoring
1745,Critical Thinking
1745,Writing
1745,Microsoft Excel
1745,Reading Comprehension
1745,Science
1746,Applicant tracking software
1746,Reading Comprehension
1746,Active Learning
1746,Writing
1746,Microsoft Excel
1746,Critical Thinking
1746,Speaking
1746,Active Listening
1746,Microsoft Office software
1747,Critical Thinking
1747,Microsoft Office software
1747,Active Learning
1747,Speaking
1747,Microsoft Outlook
1749,Microsoft Excel
1749,Reading Comprehension
1749,Microsoft PowerPoint
1749,Active Listening
1749,Microsoft Outlook
1749,Microsoft Office software
1749,Speaking
1749,Active Learning
1751,Microsoft Excel
1751,Science
1751,Writing
1751,Microsoft PowerPoint
1751,Active Listening
1751,Microsoft Office software
1751,Monitoring
1752,Microsoft Office software
1752,Reading Comprehension
1752,Microsoft Excel
1752,Active Listening
1752,Writing
1752,Salesforce software
1752,Speaking
1753,Microsoft Outlook
1753,Active Listening
1753,Salesforce software
1753,Microsoft Excel
1753,Active Learning
1753,Critical Thinking
1754,Speaking
1754,Active Learning
1754,Microsoft Outlook
1754,Microsoft Office software
1754,Microsoft Excel
1754,Active Listening
1754,Monitoring
1754,Microsoft PowerPoint
1755,Active Listening
1755,Microsoft Excel
1755,Critical Thinking
1755,Reading Comprehension
1755,Writing
1756,Speaking
1756,Reading Comprehension
1756,Monitoring
1756,Active Listening
1756,Microsoft Outlook
1756,Microsoft PowerPoint
1756,Critical Thinking
1756,Microsoft Office software
1757,Microsoft Excel
1757,Reading Comprehension
1757,Microsoft Office software
1757,Monitoring
1757,Microsoft PowerPoint
1758,Microsoft Excel
1758,Reading Comprehension
1758,Active Learning
1758,Microsoft Outlook
1758,Active Listening
1760,Reading Comprehension
1760,Active Listening
1760,Critical Thinking
1760,Microsoft Outlook
1760,Monitoring
1761,Speaking
1761,Active Learning
1761,Microsoft Excel
1761,Reading Comprehension
1761,Microsoft Office software
1762,Critical Thinking
1762,Writing
1762,Science
1762,Microsoft Office software
1762,Reading Comprehension
1762,Active Listening
1762,Microsoft Excel
1763,Critical Thinking
1763,Reading Comprehension
1763,Writing
1763,Speaking
1763,Salesforce software
1763,Microsoft Office software
1763,Microsoft Excel
1763,Microsoft Outlook
1764,Science
1764,Critical Thinking
1764,Writing
1764,Microsoft Office software
1764,Microsoft PowerPoint
1764,Reading Comprehension
1766,Microsoft Outlook
1766,Active Learning
1766,Microsoft Excel
1766,Salesforce software
1766,Active Listening
1766,Critical Thinking
1767,Active Listening
1767,Writing
1767,Critical Thinking
1767,Monitoring
1767,Microsoft Excel
1767,Reading Comprehension
1768,Writing
1768,Science
1768,Active Listening
1768,Monitoring
1768,Critical Thinking
1770,Reading Comprehension
1770,Monitoring
1770,Active Listening
1770,Critical Thinking
1770,Science
1770,Writing
1771,Critical Thinking
1771,Microsoft PowerPoint
1771,Science
1771,Monitoring
1771,Microsoft Excel
1771,Reading Comprehension
1771,Microsoft Office software
1772,Reading Comprehension
1772,Monitoring
1772,Critical Thinking
1772,Active Listening
1772,Microsoft Outlook
1774,Critical Thinking
1774,Monitoring
1774,Microsoft Excel
1774,Microsoft Office software
1774,Microsoft PowerPoint
1774,Active Learning
1774,Reading Comprehension
1775,Critical Thinking
1775,Speaking
1775,Learning Strategies
1775,Microsoft Outlook
1775,Microsoft Excel
1775,Active Listening
1775,Reading Comprehension
1778,Microsoft Outlook
1778,Microsoft Excel
1778,Active Learning
1778,Active Listening
1778,Microsoft Office software
1778,Applicant tracking software
1779,Monitoring
1779,Reading Comprehension
1779,Microsoft Excel
1779,Microsoft Outlook
1779,Microsoft PowerPoint
1779,Active Listening
1779,Microsoft Office software
1779,Active Learning
1779,Speaking
1780,Critical Thinking
1780,Speaking
1780,Active Learning
1780,Microsoft Office software
1780,Active Listening
1780,Microsoft Excel
1780,Reading Comprehension
1782,Microsoft Outlook
1782,Microsoft Office software
1782,Reading Comprehension
1782,Writing
1782,Critical Thinking
1782,Active Listening
1783,Microsoft Outlook
1783,Active Listening
1783,Reading Comprehension
1783,Monitoring
1783,Microsoft Office software
1783,Writing
1783,Science
1784,Reading Comprehension
1784,Microsoft PowerPoint
1784,Microsoft Outlook
1784,Speaking
1784,Critical Thinking
1784,Active Learning
1786,Monitoring
1786,Speaking
1786,Microsoft Office software
1786,Critical Thinking
1786,Reading Comprehension
1786,Microsoft Excel
1787,Reading Comprehension
1787,Microsoft Office software
1787,Microsoft Excel
1787,Monitoring
1787,Critical Thinking
1787,Microsoft PowerPoint
1787,Active Learning
1787,Speaking
1789,Active Listening
1789,Monitoring
1789,Microsoft Office software
1789,Critical Thinking
1789,Microsoft Excel
1789,Writing
1789,Microsoft PowerPoint
1789,Reading Comprehension
1790,Salesforce software
1790,Microsoft Outlook
1790,Microsoft Office software
1790,Active Learning
1790,Critical Thinking
1790,Reading Comprehension
1792,Critical Thinking
1792,Reading Comprehension
1792,Active Listening
1792,Microsoft Excel
1792,Science
1794,Microsoft Excel
1794,Active Listening
1794,Microsoft Outlook
1794,Applicant tracking software
1794,Writing
1794,Microsoft Office software
1794,Reading Comprehension
1794,Speaking
1797,Monitoring
1797,Active Learning
1797,Active Listening
1797,Microsoft Outlook
1797,Reading Comprehension
1797,Critical Thinking
1797,Microsoft Office software
1797,Microsoft PowerPoint
1798,Monitoring
1798,Reading Comprehension
1798,Microsoft Excel
1798,Writing
1798,Active Listening
1798,Critical Thinking
1798,Microsoft PowerPoint
1799,Microsoft Excel
1799,Critical Thinking
1799,Science
1799,Reading Comprehension
1799,Microsoft PowerPoint
1799,Monitoring
1799,Writing
1800,Critical Thinking
1800,Active Listening
1800,Writing
1800,Microsoft Excel
1800,Microsoft PowerPoint
1800,Monitoring
1801,Microsoft PowerPoint
1801,Critical Thinking
1801,Microsoft Outlook
1801,Active Learning
1801,Speaking
1801,Monitoring
1801,Active Listening
1801,Microsoft Office software
1802,Critical Thinking
1802,Microsoft Office software
1802,Science
1802,Active Listening
1802,Microsoft Outlook
1802,Reading Comprehension
1802,Monitoring
1802,Microsoft Excel
1803,Microsoft Office software
1803,Critical Thinking
1803,Salesforce software
1803,Microsoft Outlook
1803,Speaking
1803,Reading Comprehension
1803,Active Learning
1804,Speaking
1804,Learning Strategies
1804,Critical Thinking
1804,Microsoft PowerPoint
1804,Reading Comprehension
1805,Writing
1805,Speaking
1805,Active Learning
1805,Reading Comprehension
1805,Microsoft Excel
1805,Critical Thinking
1807,Critical Thinking
1807,Writing
1807,Microsoft Excel
1807,Science
1807,Monitoring
1807,Reading Comprehension
1809,Speaking
1809,Microsoft Office software
1809,Microsoft Outlook
1809,Active Listening
1809,Learning Strategies
1809,Reading Comprehension
1809,Microsoft PowerPoint
1809,Microsoft Excel
1809,Monitoring
1812,Microsoft Office software
1812,Monitoring
1812,Active Listening
1812,Critical Thinking
1812,Reading Comprehension
1812,Active Learning
1812,Microsoft Excel
1812,Microsoft PowerPoint
1813,Writing
1813,Reading Comprehension
1813,Science
1813,Microsoft Excel
1813,Active Listening
1814,Active Learning
1814,Critical Thinking
1814,Writing
1814,Active Listening
1814,Microsoft Excel
1814,Microsoft Office software
1814,Microsoft Outlook
1815,Critical Thinking
1815,Microsoft Office software
1815,Active Learning
1815,Active Listening
1815,Microsoft PowerPoint
1815,Monitoring
1816,Critical Thinking
1816,Monitoring
1816,Microsoft PowerPoint
1816,Learning Strategies
1816,Microsoft Outlook
1816,Microsoft Office software
1816,Reading Comprehension
1816,Speaking
1816,Active Listening
1818,Critical Thinking
1818,Writing
1818,Speaking
1818,Applicant tracking software
1818,Microsoft Office software
1818,Microsoft Outlook
1818,Active Learning
1818,Active Listening
1821,Writing
1821,Reading Comprehension
1821,Microsoft Outlook
1821,Salesforce software
1821,Speaking
1821,Microsoft Office software
1821,Active Learning
1821,Active Listening
1822,Active Learning
1822,Critical Thinking
1822,Salesforce software
1822,Active Listening
1822,Speaking
1822,Microsoft Outlook
1822,Microsoft Excel
1822,Reading Comprehension
1823,Active Listening
1823,Critical Thinking
1823,Microsoft Office software
1823,Microsoft Outlook
1823,Speaking
1823,Active Learning
1824,Microsoft Office software
1824,Active Listening
1824,Monitoring
1824,Speaking
1824,Active Learning
1826,Microsoft Excel
1826,Microsoft Outlook
1826,Science
1826,Critical Thinking
1826,Monitoring
1826,Writing
1826,Microsoft Office software
1826,Active Listening
1827,Microsoft Excel
1827,Speaking
1827,Microsoft Outlook
1827,Critical Thinking
1827,Microsoft PowerPoint
1829,Critical Thinking
1829,Active Listening
1829,Active Learning
1829,Writing
1829,Microsoft Outlook
1829,Reading Comprehension
1829,Speaking
1830,Science
1830,Active Listening
1830,Writing
1830,Microsoft Excel
1830,Microsoft Office software
1830,Reading Comprehension
1830,Monitoring
1833,Microsoft PowerPoint
1833,Active Listening
1833,Monitoring
1833,Microsoft Outlook
1833,Speaking
1833,Critical Thinking
1834,Microsoft PowerPoint
1834,Reading Comprehension
1834,Monitoring
1834,Microsoft Office software
1834,Critical Thinking
1834,Writing
1834,Microsoft Excel
1835,Reading Comprehension
1835,Critical Thinking
1835,Writing
1835,Microsoft Excel
1835,Speaking
1835,Active Listening
1836,Microsoft PowerPoint
1836,Reading Comprehension
1836,Microsoft Outlook
1836,Microsoft Excel
1836,Active Learning
1836,Critical Thinking
1836,Active Listening
1836,Monitoring
1837,Critical Thinking
1837,Microsoft Excel
1837,Active Listening
1837,Monitoring
1837,Microsoft PowerPoint
1837,Science
1837,Reading Comprehension
1837,Microsoft Office software
1839,Microsoft Office software
1839,Science
1839,Reading Comprehension
1839,Active Listening
1839,Microsoft Excel
1839,Critical Thinking
1839,Writing
1839,Monitoring
1842,Microsoft Office software
1842,Reading Comprehension
1842,Writing
1842,Applicant tracking software
1842,Microsoft Outlook
1842,Speaking
1842,Active Learning
1842,Microsoft Excel
1844,Reading Comprehension
1844,Microsoft Outlook
1844,Applicant tracking software
1844,Active Learning
1844,Speaking
1844,Active Listening
1844,Writing
1844,Microsoft Office software
1844,Critical Thinking
1845,Active Learning
1845,Microsoft Office software
1845,Microsoft PowerPoint
1845,Speaking
1845,Critical Thinking
1845,Microsoft Excel
1845,Active Listening
1847,Writing
1847,Active Listening
1847,Monitoring
1847,Reading Comprehension
1847,Microsoft Office software
1847,Critical Thinking
1847,Microsoft PowerPoint
1849,Monitoring
1849,Speaking
1849,Microsoft Office software
1849,Critical Thinking
1849,Active Listening
1849,Reading Comprehension
1849,Microsoft Excel
1849,Microsoft Outlook
1849,Active Learning
1850,Reading Comprehension
1850,Writing
1850,Monitoring
1850,Microsoft Outlook
1850,Microsoft Office software
1850,Critical Thinking
1850,Microsoft Excel
1850,Active Listening
1852,Microsoft Office software
1852,Microsoft Excel
1852,Critical Thinking
1852,Microsoft Outlook
1852,Active Listening
1852,Science
1853,Active Listening
1853,Speaking
1853,Microsoft Office software
1853,Microsoft Excel
1853,Reading Comprehension
1854,Reading Comprehension
1854,Microsoft PowerPoint
1854,Active Listening
1854,Critical Thinking
1854,Microsoft Office software
1854,Writing
1854,Monitoring
1854,Microsoft Excel
1856,Critical Thinking
1856,Monitoring
1856,Science
1856,Writing
1856,Microsoft Office software
1856,Microsoft Excel
1856,Reading Comprehension
1857,Learning Strategies
1857,Reading Comprehension
1857,Microsoft Outlook
1857,Microsoft Excel
1857,Monitoring
1857,Critical Thinking
1857,Active Listening
1858,Critical Thinking
1858,Active Learning
1858,Writing
1858,Reading Comprehension
1858,Microsoft Excel
1858,Applicant tracking software
1859,Reading Comprehension
1859,Writing
1859,Active Learning
1859,Critical Thinking
1859,Microsoft Office software
1859,Active Listening
1859,Salesforce software
1859,Microsoft Excel
1860,Microsoft Office software
1860,Science
1860,Monitoring
1860,Writing
1860,Microsoft Excel
1860,Active Listening
1860,Critical Thinking
1860,Microsoft Outlook
1862,Microsoft Outlook
1862,Microsoft Office software
1862,Active Listening
1862,Microsoft PowerPoint
1862,Speaking
1862,Active Learning
1863,Speaking
1863,Microsoft Excel
1863,Microsoft Office software
1863,Critical Thinking
1863,Microsoft PowerPoint
1863,Active Learning
1863,Monitoring
1864,Microsoft Excel
1864,Critical Thinking
1864,Microsoft Office software
1864,Writing
1864,Salesforce software
1864,Active Learning
1864,Speaking
1865,Critical Thinking
1865,Active Listening
1865,Writing
1865,Applicant tracking software
1865,Reading Comprehension
1865,Microsoft Outlook
1865,Active Learning
1865,Speaking
1865,Microsoft Excel
1866,Monitoring
1866,Microsoft Office software
1866,Reading Comprehension
1866,Speaking
1866,Active Listening
1866,Critical Thinking
1866,Microsoft PowerPoint
1867,Microsoft PowerPoint
1867,Microsoft Excel
1867,Reading Comprehension
1867,Monitoring
1867,Active Listening
1867,Writing
1867,Critical Thinking
1868,Writing
1868,Microsoft Office software
1868,Science
1868,Microsoft Excel
1868,Monitoring
1869,Speaking
1869,Microsoft Office software
1869,Active Listening
1869,Microsoft Excel
1869,Active Learning
1869,Microsoft Outlook
1869,Microsoft PowerPoint
1869,Reading Comprehension
1869,Critical Thinking
1870,Writing
1870,Science
1870,Reading Comprehension
1870,Active Listening
1870,Critical Thinking
1871,Writing
1871,Microsoft PowerPoint
1871,Microsoft Office software
1871,Monitoring
1871,Science
1871,Reading Comprehension
1873,Monitoring
1873,Reading Comprehension
1873,Microsoft PowerPoint
1873,Microsoft Office software
1873,Critical Thinking
1875,Reading Comprehension
